City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,hilo,19.7297,-155.09,25.85,83,75,3.09,US,1689050058
365,tadine,-21.55,167.8833,21.41,54,100,5.91,NC,1689050602
366,luanda,-8.8368,13.2343,19.0,88,75,1.03,AO,1689050365
367,molochnoye,59.2917,39.6787,12.09,63,98,5.62,RU,1689050602
368,padang,-0.9492,100.3543,31.03,78,81,2.14,ID,1689050525
369,portland,45.5234,-122.6762,20.26,69,75,1.54,US,1689050148
370,primero de mayo,-32.2552,-58.4228,10.86,84,100,4.55,AR,1689050603
371,haiku-pauwela,20.9219,-156.3051,26.01,73,0,8.23,US,1689050329
372,keflavik,64.0049,-22.5624,12.95,76,75,3.09,IS,1689050357
373,albertina,-22.2008,-46.6158,16.08,65,87,1.79,BR,1689050603
374,ndende,-2.4008,11.3581,20.34,93,88,0.88,GA,1689050603
375,puerto maldonado,-12.6,-69.1833,24.1,82,79,1.0,PE,1689050603
376,dazhou,31.2159,107.5009,32.95,66,95,3.0,CN,1689050603
377,guarapari,-20.6667,-40.4975,19.94,93,5,3.82,BR,1689050376
378,playa del ingles,27.7567,-15.5787,24.86,68,1,5.75,ES,1689050604
379,kapa'a,22.0752,-159.319,27.99,77,20,7.2,US,1689050329
380,paracuru,-3.41,-39.0306,24.5,78,0,5.72,BR,1689050604
381,lobujya,27.95,86.8167,7.06,80,100,2.14,NP,1689050604
382,merida,20.9667,-89.6167,29.45,70,0,2.06,MX,1689050447
383,robertsport,6.7533,-11.3686,25.29,82,100,2.42,LR,1689050604
384,aquiraz,-3.9014,-38.3911,26.05,79,10,5.75,BR,1689050376
385,pisco,-13.7,-76.2167,19.03,82,100,2.57,PE,1689050335
386,tsiombe,-25.3,45.4833,19.0,68,3,1.34,MG,1689050351
387,san pedro pochutla,15.7333,-96.4667,27.62,86,95,1.17,MX,1689050605
388,bandarbeyla,9.4942,50.8122,27.78,63,56,13.21,SO,1689050605
389,kedougou,12.5579,-12.1743,22.94,94,100,0.91,SN,1689050605
390,akjoujt,19.6969,-14.4164,27.07,55,5,5.94,MR,1689050336
391,pangai,-19.8,-174.35,25.06,78,40,4.12,TO,1689050352
392,talara,-4.5772,-81.2719,22.84,83,6,7.14,PE,1689050369
393,ardakan,32.31,54.0175,35.99,9,0,1.76,IR,1689050605
394,nar'yan-mar,67.6713,53.087,9.1,74,63,3.83,RU,1689050356
395,callao,-12.0667,-77.15,21.16,78,75,5.66,PE,1689050362
396,ngama,11.7833,17.1667,26.85,68,100,3.6,TD,1689050606
397,saint-pierre,-21.3393,55.4781,22.54,53,0,4.63,RE,1689050386
398,northam,51.0333,-4.2167,15.92,96,77,5.76,GB,1689050606
399,udachny,66.4167,112.4,22.56,56,96,7.42,RU,1689050345
400,khorixas,-20.3667,14.9667,8.7,20,8,11.3,NA,1689050606
401,dakhla,23.6848,-15.958,19.76,94,12,8.82,EH,1689050608
402,tofol,5.3248,163.0078,31.88,70,75,1.54,FM,1689050610
403,saint-philippe,-21.3585,55.7679,21.77,70,1,3.12,RE,1689050325
404,vigan,17.5747,120.3869,32.18,89,42,2.62,PH,1689050610
405,baikonur,45.6167,63.3167,36.63,13,0,5.18,KZ,1689050478
406,chebba,35.2372,11.115,26.37,75,0,3.57,TN,1689050610
407,singaparna,-7.3515,108.111,26.27,73,100,2.52,ID,1689050610
408,taltal,-25.4,-70.4833,14.48,80,100,0.49,CL,1689050422
409,nouadhibou,20.931,-17.0347,21.99,88,4,7.72,MR,1689050611
410,itoman,26.1247,127.6694,33.43,70,20,4.63,JP,1689050611
411,briceni,48.3572,27.7036,18.02,61,65,1.52,MD,1689050611
412,yamada,39.4667,141.95,29.67,56,61,5.27,JP,1689050611
413,kiama,-34.6833,150.8667,21.88,45,0,1.61,AU,1689050611
414,minas de marcona,-15.2119,-75.1103,12.09,90,65,4.23,PE,1689050611
415,sarov,54.9358,43.3235,11.23,96,100,6.8,RU,1689050611
416,kasamwa,-2.85,32.4333,19.43,54,96,1.8,TZ,1689050611
417,linqu,36.5156,118.5397,36.31,46,69,2.29,CN,1689050611
418,morehead city,34.7229,-76.726,26.1,89,0,0.89,US,1689050348
419,sitka,57.0531,-135.33,13.94,72,100,7.2,US,1689050352
420,yung shue wan,22.2333,114.1167,34.07,71,3,4.78,HK,1689050612
421,nagqu,31.5,92.0,17.46,46,93,2.94,CN,1689050331
422,tres arroyos,-38.3739,-60.2798,3.73,90,13,1.75,AR,1689050612
423,richfield,44.8833,-93.283,22.12,42,75,5.14,US,1689050612
424,bardai,11.65,7.2333,22.38,80,64,2.46,NG,1689050378
425,galesong,-5.3166,119.3661,32.01,62,81,2.43,ID,1689050616
426,sola,-13.8833,167.55,25.09,69,100,9.54,VU,1689050360
427,happy valley-goose bay,53.3168,-60.3315,22.17,73,75,3.09,CA,1689050364
428,tarawa,1.419,172.984,31.05,70,20,2.06,KI,1689050617
429,ciudad madero,22.2667,-97.8333,29.11,84,20,4.01,MX,1689050617
430,barrow in furness,54.1167,-3.2333,14.41,93,99,6.96,GB,1689050617
431,sandnessjoen,66.0217,12.6316,18.29,92,75,1.34,NO,1689050617
432,hampton bays,40.869,-72.5176,22.7,87,0,5.72,US,1689050617
433,formosa,-26.1775,-58.1781,20.99,99,100,3.09,AR,1689050617
434,el hadjira,32.6134,5.5126,34.56,20,45,4.02,DZ,1689050617
435,aweil,8.7682,27.4002,23.59,78,90,1.96,SS,1689050617
436,tangshan,39.6333,118.1833,34.2,39,12,4.43,CN,1689050618
437,quepos,9.4236,-84.1652,26.49,84,100,0.91,CR,1689050618
438,wulingyuan,29.3494,110.5441,33.5,56,92,3.32,CN,1689050618
439,nemuro,43.3236,145.575,15.38,98,100,3.02,JP,1689050396
440,codrington,-38.2667,141.9667,16.59,69,9,4.52,AU,1689050393
441,manismata,-2.4667,111.0333,32.55,53,60,1.06,ID,1689050344
442,eyl,7.9803,49.8164,28.63,60,66,12.79,SO,1689050375
443,el granada,37.5027,-122.4694,18.07,87,100,7.2,US,1689050618
444,southport,53.6478,-3.0065,15.05,91,87,4.81,GB,1689050618
445,rostovka,55.3842,71.8891,32.72,31,57,4.54,RU,1689050620
446,kushiro,42.975,144.3747,19.53,100,75,4.63,JP,1689050620
447,tsumeb,-19.2333,17.7167,4.47,32,4,9.12,NA,1689050621
448,pascagoula,30.3658,-88.5561,26.67,96,0,0.0,US,1689050621
449,sparti,37.0733,22.4297,23.86,43,0,1.66,GR,1689050621
450,pasni,25.2631,63.471,28.53,73,94,4.27,PK,1689050621
451,broome,42.2506,-75.833,18.34,87,0,2.06,US,1689050621
452,alghero,40.5589,8.3181,21.05,94,0,1.03,IT,1689050621
453,dumbea,-22.15,166.45,23.88,99,33,4.59,NC,1689050621
454,agat village,13.3886,144.6585,28.52,90,75,3.6,GU,1689050621
455,sangre grande,10.5835,-61.1177,26.98,100,95,2.48,TT,1689050622
456,moree,-29.4667,149.85,16.87,37,0,5.12,AU,1689050622
457,pandan,14.0453,124.1694,30.54,67,46,2.7,PH,1689050622
458,mujiayingzi,42.1167,118.7833,26.76,52,92,1.98,CN,1689050622
459,ambodifotatra,-16.9833,49.85,23.05,82,92,0.22,MG,1689050623
460,shahrak,34.1074,64.3052,24.93,12,0,1.39,AF,1689050623
461,palikir - national government center,6.9248,158.1611,28.47,89,75,5.14,FM,1689050282
462,fiambala,-27.6871,-67.6149,9.52,69,8,0.5,AR,1689050623
463,laela,-8.5667,32.05,14.8,73,39,1.7,TZ,1689050623
464,rehoboth,-23.3167,17.0833,-2.08,61,25,3.41,NA,1689050623
465,westport,41.1415,-73.3579,23.19,81,0,2.06,US,1689050366
466,arraial do cabo,-22.9661,-42.0278,20.78,93,87,8.98,BR,1689050336
467,akureyri,65.6835,-18.0878,8.96,81,0,2.57,IS,1689050373
468,melekeok village,7.4957,134.6367,26.31,94,100,2.57,PW,1689050623
469,ushtobe,45.2514,77.9838,30.94,25,0,9.65,KZ,1689050624
470,dudinka,69.4058,86.1778,12.55,47,26,5.86,RU,1689050337
471,pekanbaru,0.5333,101.45,30.18,66,40,0.0,ID,1689050624
472,virginia,37.5481,-77.4467,22.65,94,75,0.0,US,1689050624
473,sarangani,5.4033,125.4636,29.05,75,32,6.79,PH,1689050624
474,shuya,56.8487,41.3883,14.31,65,97,6.97,RU,1689050624
475,tubarjal,30.4999,38.216,26.23,40,0,6.7,SA,1689050624
476,fortuna,40.5982,-124.1573,14.25,96,100,3.6,US,1689050328
477,goth phulji,26.8825,67.6807,39.18,34,19,3.15,PK,1689050624
478,hauterive,46.0901,3.4459,20.42,87,1,1.36,FR,1689050624
479,puerto aysen,-45.4,-72.7,2.34,95,100,1.52,CL,1689050625
480,tolanaro,-25.0319,46.9987,18.04,82,20,1.03,MG,1689050337
481,borkum,53.5809,6.6915,18.97,82,100,6.88,DE,1689050366
482,ciudad lazaro cardenas,17.9583,-102.2,26.93,83,91,0.97,MX,1689050387
483,debark',13.1561,37.8981,14.13,65,90,0.18,ET,1689050625
484,nikol'sk,53.7189,46.0712,13.74,98,100,4.14,RU,1689050625
485,huaicheng,23.9051,112.1931,36.06,45,39,1.91,CN,1689050625
486,knyaze-volkonskoye,48.4642,135.4567,21.19,57,100,5.64,RU,1689050625
487,cajati,-24.7361,-48.1228,18.65,98,97,0.38,BR,1689050625
488,kurchatov,51.6601,35.6521,14.23,83,99,4.87,RU,1689050625
489,pelabuhanratu,-6.9875,106.5514,28.93,69,100,1.31,ID,1689050625
490,manta,-0.95,-80.7333,26.67,78,40,8.05,EC,1689050626
491,sur,22.5667,59.5289,33.11,48,80,4.87,OM,1689050377
492,mahina,-17.5065,-149.489,27.64,69,20,1.54,PF,1689050626
493,palasa,18.7667,84.4167,32.09,62,100,2.8,IN,1689050626
494,motygino,58.1831,94.7592,23.99,47,84,5.4,RU,1689050626
495,taphan hin,16.2209,100.4198,33.87,100,100,2.64,TH,1689050626
496,yabelo,4.8833,38.0833,15.92,65,100,3.03,ET,1689050626
497,sarkand,45.41,79.9186,27.55,29,0,4.38,KZ,1689050626
498,calhoun,42.2506,-85.0005,22.05,46,0,1.54,US,1689050350
499,palencia,42.4167,-4.5,17.11,76,0,2.25,ES,1689050627
500,yarmouth,41.7057,-70.2286,21.67,98,100,3.09,US,1689050336
501,malvan,16.0667,73.4667,27.93,78,100,5.33,IN,1689050502
502,kirakira,-10.4544,161.9205,27.1,76,77,6.44,SB,1689050627
503,saint-denis,48.9167,2.3333,19.43,69,0,1.54,FR,1689050627
504,santa elena de uairen,4.6167,-61.1333,18.94,91,38,0.95,VE,1689050627
505,sao felix do xingu,-6.6447,-51.995,22.31,88,65,0.48,BR,1689050374
506,celestun,20.8667,-90.4,28.8,72,51,5.65,MX,1689050358
507,sadovoye,47.7764,44.5089,20.38,67,100,7.93,RU,1689050627
508,kuta,-8.7233,115.1723,28.89,74,20,7.2,ID,1689050627
509,phang nga,8.4509,98.5298,30.02,59,98,2.74,TH,1689050627
510,paraiso,9.8383,-83.8656,20.48,96,100,1.38,CR,1689050408
511,yuzhno-kurilsk,44.0306,145.8556,18.56,89,94,2.58,RU,1689050374
512,gemena,3.25,19.7667,21.26,99,98,0.49,CD,1689050628
513,wenchang,30.904,118.4887,36.08,53,100,3.98,CN,1689050628
514,poso,-1.3959,120.7524,28.47,75,97,1.44,ID,1689050628
515,okha,53.5739,142.9478,15.92,67,78,4.11,RU,1689050628
516,yacuiba,-22.038,-63.6797,18.1,95,100,1.04,BO,1689050628
517,paka,4.6374,103.4368,26.96,94,40,0.0,MY,1689050628
518,tobati,-25.25,-57.0667,22.93,97,95,1.94,PY,1689050628
519,kuusamo,65.9667,29.1833,15.02,58,0,2.06,FI,1689050628
520,boditi,6.9667,37.8667,15.52,85,96,1.29,ET,1689050628
521,palu,-0.8917,119.8707,28.13,85,90,0.94,ID,1689050629
522,bolgar,54.95,49.0667,27.32,44,100,8.96,RU,1689050629
523,deder,9.3167,41.45,16.54,73,91,3.16,ET,1689050383
524,thunder bay,48.4001,-89.3168,11.99,76,0,3.09,CA,1689050432
525,puerto escondido,15.85,-97.0667,30.46,62,40,4.12,MX,1689050629
526,vershino-darasunskiy,52.35,115.5167,25.12,30,90,3.94,RU,1689050390
527,piti village,13.4626,144.6933,28.49,89,75,3.6,GU,1689050384
528,latur,18.4,76.5833,28.71,53,100,6.97,IN,1689050629
529,aktau,43.65,51.2,25.32,75,27,11.1,KZ,1689050370
530,hasaki,35.7333,140.8333,34.56,76,10,4.13,JP,1689050328
531,luneville,48.6,6.5,20.32,71,2,1.25,FR,1689050629
532,kulhudhuffushi,6.6221,73.07,27.91,75,99,5.29,MV,1689050629
533,cascais,38.6979,-9.4215,19.96,80,0,11.62,PT,1689050630
534,volodarskiy,46.4013,48.5409,21.97,58,92,8.1,RU,1689050630
535,horodnye,45.8908,28.8483,22.32,50,30,2.73,UA,1689050630
536,alofi,-19.0595,-169.9187,24.94,88,32,4.12,NU,1689050349
537,cajamarca,-7.1638,-78.5003,10.78,89,23,2.52,PE,1689050630
538,mutum biyu,8.6333,10.7667,23.74,85,98,1.8,NG,1689050630
539,along,28.1667,94.7667,25.23,99,100,0.77,IN,1689050630
540,salina,38.8403,-97.6114,25.53,76,0,2.57,US,1689050335
541,sinop,41.7711,34.8709,18.07,64,0,2.92,TR,1689050342
542,tucuma,-0.1833,-50.05,23.82,93,4,2.67,BR,1689050630
543,soata,6.3337,-72.6828,15.3,91,66,2.57,CO,1689050631
544,at taj,24.2049,23.2857,25.06,26,95,3.96,LY,1689050631
545,patti,31.2808,74.8572,30.04,56,2,2.1,IN,1689050631
546,ales,44.1333,4.0833,20.39,65,0,1.34,FR,1689050631
547,tutoia,-2.7619,-42.2744,25.31,83,2,4.79,BR,1689050465
548,nuuk,64.1835,-51.7216,9.34,100,100,3.09,GL,1689050384
549,margate,51.3813,1.3862,18.28,79,90,3.58,GB,1689050264
550,san patricio,28.017,-97.5169,29.36,83,0,5.23,US,1689050338
551,lincheng,19.9078,109.6858,34.09,52,25,2.0,CN,1689050631
552,zhongshu,24.5167,103.7667,24.08,65,93,5.79,CN,1689050631
553,iskateley,67.6803,53.1512,8.97,74,67,3.84,RU,1689050358
554,saraktash,51.7866,51.7866,28.83,39,100,4.63,RU,1689050631
555,cidreira,-30.1811,-50.2056,16.21,85,100,3.98,BR,1689050632
556,narok,-1.0783,35.8601,15.67,66,72,1.57,KE,1689050632
557,walla walla,46.0646,-118.343,23.81,35,0,3.58,US,1689050488
558,puerto baquerizo moreno,-0.9,-89.6,24.85,82,100,5.31,EC,1689050338
559,santa maria,-29.6842,-53.8069,13.32,93,100,4.66,BR,1689050632
560,jiuquan,39.7432,98.5174,20.71,46,100,5.87,CN,1689050361
561,zaragoza,41.6561,-0.8773,26.68,51,0,4.12,ES,1689050440
562,al muwayh,22.4333,41.7583,31.82,17,19,3.76,SA,1689050632
563,linton,39.0348,-87.1658,21.82,75,0,2.49,US,1689050632
564,aomori,40.8244,140.74,29.23,83,75,6.69,JP,1689050406
565,capinzal,-27.3436,-51.6119,18.15,100,99,0.89,BR,1689050632
566,llanes,43.4198,-4.7549,18.78,81,3,2.02,ES,1689050632
567,rundu,-17.9333,19.7667,2.33,34,0,3.88,NA,1689050633
568,east london,-33.0153,27.9116,10.52,71,0,4.12,ZA,1689050341
569,mercedes,-34.6515,-59.4307,10.48,63,96,2.82,AR,1689050633
570,aljezur,37.3191,-8.8033,16.71,81,0,3.89,PT,1689050633
571,nieuw amsterdam,5.8833,-55.0833,25.09,87,5,4.05,SR,1689050633
572,kapuskasing,49.4169,-82.4331,15.05,88,100,2.06,CA,1689050337
573,tshabong,-26.05,22.45,1.75,64,0,4.44,BW,1689050633
574,shizukuishi,39.6833,140.9833,28.43,81,91,5.09,JP,1689050633
575,debre tabor,11.85,38.0167,14.17,75,85,0.46,ET,1689050633
576,qashyr,53.0675,76.1036,33.13,32,58,4.02,KZ,1689050633
577,perryton,36.4,-100.8027,24.0,83,0,5.14,US,1689050634
578,shalqar,47.8333,59.6,37.51,11,0,7.17,KZ,1689050634
579,yulinshi,38.2906,109.7494,28.17,45,100,1.75,CN,1689050356
580,krasnokamensk,50.0979,118.0369,26.03,40,68,3.41,RU,1689050634
581,hailey,43.5196,-114.3153,18.92,53,0,3.6,US,1689050634
582,ciudad constitucion,25.0369,-111.6644,28.08,67,51,2.79,MX,1689050634
